Order,Variable,Description,Category,Variable Type,Consumption Type,Root Formula,Type,Size,Part
2136,Q1800124C1,Shopped online [Pst Yr] - Toy/Game/Learning Stores - Book stores (e.g. Chapters/Indigo),Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2137,Q1800125C1,Shopped online [Pst Yr] - Toy/Game/Learning Stores - Department stores (any) (!),Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2138,Q1900126C1,Shopped online [Pst Yr] - Pet Supply Stores - Pet Valu (!),Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2139,Q1900120C1,Shopped online [Pst Yr] - Pet Supply Stores - PetSmart,Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2140,Q1900121C1,Shopped online [Pst Yr] - Pet Supply Stores - Grocery stores (any) (!),Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2141,Q1900122C1,Shopped online [Pst Yr] - Pet Supply Stores - Veterinarian office (any) (!),Retail - Online Shopping,Incidence,,[NBAS12HP],Double,8,8
2142,Q5440101C2,Used [Pst Wk] - Cosmetic Products - Acne products,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2143,Q5440102C2,Used [Pst Wk] - Cosmetic Products - Anti-aging creams,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2144,Q5440103C2,Used [Pst Wk] - Cosmetic Products - Body wash,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2145,Q5440104C2,Used [Pst Wk] - Cosmetic Products - Denture cleaners,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2146,Q5440105C2,Used [Pst Wk] - Cosmetic Products - Deodorants/anti-perspirants,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2147,Q5440106C2,Used [Pst Wk] - Cosmetic Products - Electric toothbrush,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2148,Q5440107C2,Used [Pst Wk] - Cosmetic Products - Facial cleansers,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2149,Q5440108C2,Used [Pst Wk] - Cosmetic Products - Facial moisturizers,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2150,Q5440109C02,Used [Pst Wk] - Cosmetic Products - Hair growth products,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2151,Q5440109C2,Used [Pst Wk] - Cosmetic Products - Hair removal products,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2152,Q5440110C2,Used [Pst Wk] - Cosmetic Products - Hairstyling gel/spray,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2153,Q5440111C2,Used [Pst Wk] - Cosmetic Products - Hand/body lotion,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2154,Q5440117C2,Used [Pst Wk] - Cosmetic Products - Men's/women's razor/shaver,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2155,Q5440118C2,"Used [Pst Wk] - Cosmetic Products - Mouthwash, rinse and/or breath fresheners",Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2156,Q5440119C2,Used [Pst Wk] - Cosmetic Products - Shampoo/hair conditioner,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2157,Q5440120C2,Used [Pst Wk] - Cosmetic Products - Shaving creams/gels,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2158,Q5440301K0,Frequency of Using [Pst Wk] - Shavers - Disposable - Do not use,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2159,Q5440301K1,Frequency of Using [Pst Wk] - Shavers - Disposable - Use most often,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2160,Q5440301K2,Frequency of Using [Pst Wk] - Shavers - Disposable - Use sometimes,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2161,Q5440302K0,Frequency of Using [Pst Wk] - Shavers - Non-disposable - Do not use,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2162,Q5440302K1,Frequency of Using [Pst Wk] - Shavers - Non-disposable - Use most often,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2163,Q5440302K2,Frequency of Using [Pst Wk] - Shavers - Non-disposable - Use sometimes,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2164,Q5440303K0,Frequency of Using [Pst Wk] - Shavers - Electric dry shaver - Do not use,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2165,Q5440303K1,Frequency of Using [Pst Wk] - Shavers - Electric dry shaver - Use most often,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2166,Q5440303K2,Frequency of Using [Pst Wk] - Shavers - Electric dry shaver - Use sometimes,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2167,Q5440901K2,Spent [Pst Yr] - Perfume/Cologne - For self - Less than $20,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2168,Q5440901K3,Spent [Pst Yr] - Perfume/Cologne - For self - $20-$49,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2169,Q5440901K4,Spent [Pst Yr] - Perfume/Cologne - For self - $50-$99,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2170,Q5440901K5,Spent [Pst Yr] - Perfume/Cologne - For self - $100 or more,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2171,Q5440901I0,Spent [Pst Yr] - Perfume/Cologne - For self - 1+,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2172,Q5440901A0,Spent [Pst Yr] - Perfume/Cologne - For self - 1+ (Dollars),Personal Care - Cosmetics,Consumption,Dollars,[Q5440901I0],Double,8,8
2173,Q5440902K2,Spent [Pst Yr] - Perfume/Cologne - As a gift - Less than $20,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2174,Q5440902K3,Spent [Pst Yr] - Perfume/Cologne - As a gift - $20-$49,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2175,Q5440902K4,Spent [Pst Yr] - Perfume/Cologne - As a gift - $50-$99,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2176,Q5440902K5,Spent [Pst Yr] - Perfume/Cologne - As a gift - $100 or more,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2177,Q5440902I0,Spent [Pst Yr] - Perfume/Cologne - As a gift - 1+,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2178,Q5440902A0,Spent [Pst Yr] - Perfume/Cologne - As a gift - 1+ (Dollars),Personal Care - Cosmetics,Consumption,Dollars,[Q5440902I0],Double,8,8
2179,Q5441801C1,Done [Pst Yr] - Esthetic Services - Salon/spray tanning,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2180,Q5441802C1,Done [Pst Yr] - Esthetic Services - Tattooing,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2181,Q5441803C1,Done [Pst Yr] - Esthetic Services - Piercing,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2182,Q5441804C1,Done [Pst Yr] - Esthetic Services - Hand and foot care,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2183,Q5441805C1,Done [Pst Yr] - Esthetic Services - Massage,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2184,Q5441806C1,Done [Pst Yr] - Esthetic Services - Waxing,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2185,Q5441807C1,Done [Pst Yr] - Esthetic Services - Facials/cosmetics,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2186,Q5441809C1,Done [Pst Yr] - Esthetic Services - Laser hair removal,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2187,Q5441811C1,Done [Pst Yr] - Esthetic Services - Injectables (e.g. Botox) (!),Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2188,Q5450200K1,Spent [Pst Mth] - Cosmetic Products - Nothing,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2189,Q5450200K2,Spent [Pst Mth] - Cosmetic Products - $1-$9,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2190,Q5450200K3,Spent [Pst Mth] - Cosmetic Products - $10-$19,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2191,Q5450200K4,Spent [Pst Mth] - Cosmetic Products - $20-$49,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2192,Q5450200K5,Spent [Pst Mth] - Cosmetic Products - $50-$99,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2193,Q5450200K6,Spent [Pst Mth] - Cosmetic Products - $100 or more,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2194,Q5450200I0,Spent [Pst Mth] - Cosmetic Products - 1+,Personal Care - Cosmetics,Incidence,,[NBAS12HP],Double,8,8
2195,Q5450200A0,Spent [Pst Mth] - Cosmetic Products - 1+ (Dollars),Personal Care - Cosmetics,Consumption,Dollars,[Q5450200I0],Double,8,8
2196,Q270010C01,Done [M Oft] - Esthetic Services - Do not wear prescription glasses or contact lenses,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2197,Q270010C02,Done [M Oft] - Esthetic Services - Glasses,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2198,Q270010C03,Done [M Oft] - Esthetic Services - Contact lenses,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2199,Q270010C04,Done [M Oft] - Esthetic Services - Both glasses and contact lenses,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2200,Q2700200K1,Spent [Pst Yr] - Prescription Eyewear - Nothing,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2201,Q2700200K2,Spent [Pst Yr] - Prescription Eyewear - $1-$99,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2202,Q2700200K3,Spent [Pst Yr] - Prescription Eyewear - $100-$199,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2203,Q2700200K4,Spent [Pst Yr] - Prescription Eyewear - $200-$399,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2204,Q2700200K5,Spent [Pst Yr] - Prescription Eyewear - $400 or more,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2205,Q2700200I0,Spent [Pst Yr] - Prescription Eyewear - 1+,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2206,Q2700200A0,Spent [Pst Yr] - Prescription Eyewear - 1+ (Dollars),Personal Care - Health,Consumption,Dollars,[Q2700200I0],Double,8,8
2207,Q270030C01,Laser eye surgery consideration - Vision Correction - Very likely,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2208,Q270030C02,Laser eye surgery consideration - Vision Correction - Somewhat likely,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2209,Q270030C03,Laser eye surgery consideration - Vision Correction - Not very likely,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2210,Q270030C04,Laser eye surgery consideration - Vision Correction - Not at all likely,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2211,Q270030C05,Laser eye surgery consideration - Vision Correction - Have already had laser eye surgery,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2212,Q5440401C2,Used [Pst Mth] - Health Care items - Adhesive bandages,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2213,Q5440402C2,Used [Pst Mth] - Health Care items - Analgesic lotions/rubs for muscle pain,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2214,Q5440403C2,Used [Pst Mth] - Health Care items - Antacids & stomach settling products,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2215,Q5440404C2,Used [Pst Mth] - Health Care items - Anti-nauseant/motion sickness remedies,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2216,Q5440405C2,Used [Pst Mth] - Health Care items - Cold/cough/sinus remedies (non-prescription),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2217,Q5440406C2,Used [Pst Mth] - Health Care items - Condoms/contraceptives (non-prescription),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2218,Q5440407C2,Used [Pst Mth] - Health Care items - Contraceptives (prescription),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2219,Q5440408C2,Used [Pst Mth] - Health Care items - First aid ointments/creams,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2220,Q5440409C2,Used [Pst Mth] - Health Care items - Headache remedies/pain relievers (non-prescription),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2221,Q5440410C2,Used [Pst Mth] - Health Care items - Natural remedies,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2222,Q5440411C2,Used [Pst Mth] - Health Care items - Seasonal usage of allergy/sinus medication,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2223,Q5440412C2,Used [Pst Mth] - Health Care items - Sleeping tablets,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2224,Q5440413C2,Used [Pst Mth] - Health Care items - Smoking cessation patches/gum (!),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2225,Q5440414C2,Used [Pst Mth] - Health Care items - Home hair colour,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2226,Q5440415C2,Used [Pst Mth] - Health Care items - Home teeth whitening products,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2227,Q5440601C2,Used [Pst Yr] - Skin Protectant Items - Insect repellent (any),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2228,Q5440602C2,Used [Pst Yr] - Skin Protectant Items - Self tanning creams/foams,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2229,Q5440603C2,Used [Pst Yr] - Skin Protectant Items - Sunscreen (any SPF),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2230,Q5441202C1,Used [Pst Yr] - Diet Control Treatments - Weight control drinks/mixes (!),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2231,Q5441203C1,Used [Pst Yr] - Diet Control Treatments - Other meal replacement,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2232,Q5441204C1,Used [Pst Yr] - Diet Control Treatments - Exercise,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2233,Q5441211C1,Used [Pst Yr] - Diet Control Treatments - Monitor diet for health conditions,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2234,Q5441212C1,Used [Pst Yr] - Diet Control Treatments - Monitor diet for weight loss/management,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2235,Q5441206C1,Used [Pst Yr] - Diet Control Treatments - Nutritionist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2236,Q5441208C1,Used [Pst Yr] - Diet Control Treatments - Weight Watchers,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2237,Q5441401C2,"Taken [Pst Wk] - Vitamins, Minerals & Herbal Supplements - Herbal supplements",Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2238,Q5441402C2,"Taken [Pst Wk] - Vitamins, Minerals & Herbal Supplements - Minerals",Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2239,Q5441403C2,"Taken [Pst Wk] - Vitamins, Minerals & Herbal Supplements - Vitamins",Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2240,Q5441404C2,"Taken [Pst Wk] - Vitamins, Minerals & Herbal Supplements - Medication for chronic condition (diabetes, high blood pressure, thyroid, etc.)",Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2241,Q5441501C1,Visited [Pst Yr] - Health Care Providers - Acupuncturist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2242,Q5441502C1,Visited [Pst Yr] - Health Care Providers - Chiropractor,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2243,Q5441503C1,Visited [Pst Yr] - Health Care Providers - Cosmetic surgeon (!),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2244,Q5441504C1,Visited [Pst Yr] - Health Care Providers - Homeopath/naturopath,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2245,Q5441505C1,Visited [Pst Yr] - Health Care Providers - Massage therapist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2246,Q5441506C1,Visited [Pst Yr] - Health Care Providers - Optometrist/ophthalmologist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2247,Q5441507C1,Visited [Pst Yr] - Health Care Providers - Osteopath,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2248,Q5441513C1,Visited [Pst Yr] - Health Care Providers - Personal trainer,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2249,Q5441508C1,Visited [Pst Yr] - Health Care Providers - Physiotherapist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2250,Q5441509C1,Visited [Pst Yr] - Health Care Providers - Podiatrist/chiropodist,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2251,Q5441510C1,Visited [Pst Yr] - Health Care Providers - Private clinic/hospital in Canada not paid for by the Prov. health care,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2252,Q5441601C1,Have - Health Care Items - Hearing aid,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2253,Q5441603C1,Have - Health Care Items - Mobility assistance aids,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2254,Q5441604C1,Have - Health Care Items - Orthopedic insole,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2255,Q5441605C1,Have - Health Care Items - Orthopedic supports and/or braces,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2256,Q5441606C1,Have - Health Care Items - Other home health care products,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2257,Q544210C02,Involved In - Care decisions for aging parents - Yes,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2258,Q5441701C1,Done [Pst Yr] - Dental Services - Braces/orthodontics,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2259,Q5441702C1,Done [Pst Yr] - Dental Services - Dental procedure (any),Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2260,Q5441703C1,Done [Pst Yr] - Dental Services - Teeth whitening,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2261,Q5441704C1,Done [Pst Yr] - Dental Services - Other cosmetic dental service,Personal Care - Health,Incidence,,[NBAS12HP],Double,8,8
2262,Q5000100K1,Housing - Structure Type - Apartment building/high rise,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2263,Q5000100K2,Housing - Structure Type - Duplex/triplex/fourplex,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2264,Q5000100K3,Housing - Structure Type - Townhouse/rowhouse,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2265,Q5000100K4,Housing - Structure Type - Semi-detached,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2266,Q5000100K5,Housing - Structure Type - Single-detached,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2267,Q5000100K6,Housing - Structure Type - Other,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2268,Q5000200K1,Housing - Tenure - Own this home,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2269,Q5000200K2,Housing - Tenure - Rent this home,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2270,Q5000200K3,Housing - Tenure - Neither own nor rent,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2271,Q5000300K1,Housing - Purchased - New,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2272,Q5000300K2,Housing - Purchased - From a previous owner,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2273,Q5000400K1,Housing - First owned home - No,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2274,Q5000400K2,Housing - First owned home - Yes,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2275,Q5000501K1,"Housing - Current market value of owned home - $200,000 or less",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2276,Q5000502K1,"Housing - Current market value of owned home - $200,001 - $500,000",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2277,Q5000503K1,"Housing - Current market value of owned home - $500,001 - $750,000",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2278,Q5000504K1,"Housing - Current market value of owned home - $750,001 - $1,000,000",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2279,Q5000505K1,"Housing - Current market value of owned home - $1,000,001 - $2,000,000",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2280,Q5000506K1,"Housing - Current market value of owned home - More than $2,000,000",Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2281,Q5000600K1,Housing - Years in current home - Less than 1 year,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
2282,Q5000600K2,Housing - Years in current home - 1 - 5 years,Housing & Shelter,Incidence,,[NBAS12HP],Double,8,8
